Name,ID,number of warnings,Reason,Date (YYYY-MM-DD),Expiry - 60 / ∞ / ∅
Orphy Reze,729682460593619055,,Suicide jokes after being told not to.,2021-07-29,
Orphy Reze,729682460593619055,,Another suicide joke.,2021-07-29,
hm,744933140061093959,,NSFW meme,2021-07-31,
duradura,827383881584869460,,Thread spam,2021-08-01,
"SoYeah, Im a gamer",871564592348823633,,"posting the same meme video in 3 different channels, when told to stop posting it 4 more times in trashcan and again in newhome",2021-08-02,
"SoYeah, Im a gamer",871564592348823633,,Spam. Rule 3 Violation.,2021-08-02,
Lt.Numbnuts,832794695473037353,,Suicide threat,2021-08-03,
SANS,709743510747611146,,"Memes outside of <#324642291044057099>, then acting all smartassy about it",2021-08-03,
Waffles,769692299910971400,,"Unsolicited Discord invites via DMs, inactive in roleban.",2021-08-04,
Overlooked,513684861785997312,,Sending random files.,2021-08-04,
Overlooked,513684861785997312,,Continuing to send random files out of spite.,2021-08-04,
yon,622941784129011732,,spam,2021-08-05,
ٴ.            Nexa           .ٴ,830174401655603220,,https://discord.com/channels/120330239996854274/324642291044057099/872656450898501684,2021-08-05,
Pengy,843924681643130911,,told a legit upset user to 'touch grass',2021-08-05,
AspectOfTheCat,666785831020920842,,https://discord.com/channels/120330239996854274/324642291044057099/872656450898501684,2021-08-05,
KILLUA AYAMIA,745032054332325957,,racist jokes,2021-08-05,
Hiro.,787545641177972747,,spam + contextless dog,2021-08-07,
Hiro.,787545641177972747,,Defiantly posting off-topic stickers against mods' suggestions to curtail spam.,2021-08-07,
luigibross,452624034958409728,,Off topic post in <#120330239996854274>,2021-08-07,
luigibross,452624034958409728,,Off topic post in <#120330239996854274>,2021-08-07,
Pressi,676279751387774986,,Off topic post in <#120330239996854274>,2021-08-07,
Sans,709384346330464360,,kept trying to bypass link filters and send invites to their Roblox server,2021-08-07,
Vaibob,803657840954048543,,Pinged like 20 people for no sensible reason.,2021-08-09,
Justsans more like JustMM2,871744885412216894,,Memes with the N word and the R slur,2021-08-11,
lofi,813991734958489611,,Keeps making like they're going to use a slur,2021-08-12,
Human,782348804761976893,,spam,2021-08-12,
roseythecat1,613894111199494174,,anti-NB meme in <#324642291044057099>,2021-08-12,
Justsans more like JustMM2,871744885412216894,,Spam,2021-08-13,
Justsans more like JustMM2,871744885412216894,,Exploded on other users (rule 3 violation),2021-08-14,
Æweqf,817404731391082517,,Unsolicited DM advertising,2021-08-14,
Nokia,647545773457801235,,"Repeated derails and unpleasantness in Newhome, continued after being told to stop.",2021-08-15,
vyquad,246400317179166720,,Appeal Accepted,2021-08-16,
vibecheck_,466748870588628992,,Appeal Accepted,2021-08-16,
Kenorak,639256986378305564,,Continued inappropriate behavior even after being told to stop in <#616700765054042112>.,2021-08-16,
Underboy,845623008529743882,,"emoji spam, after being told to stop before",2021-08-16,
☬ঔৣ꧂✰✰𝕊𝕒𝕨𝕡 sans✰✰☬ঔৣ꧂,871911925485817857,,DM advertisement,2021-08-18,
Negative_Attention,545233762628403221,,"threatened to harass someone who was harassing another user, posted a 9/11 joke after that",2021-08-19,
moka_brando,783786999852302346,,Continuing to use non-english language in the general channels.,2021-08-20,
birchtree,764806778797162516,,emote/shitposting spam,2021-08-22,
Noctarin,816568005592612925,,Spam in trashcan,2021-08-24,
echobrine,769405656289509406,,Deliberately breaking rules directly to an administrator's face,2021-08-25,
echobrine,769405656289509406,,Continuing to post off-topic messages after getting tossed.,2021-08-25,
Mate Yzqanesim of Salevza,731896529094311968,,Homophobia.,2021-08-26,
exhotic,473249877099413504,,sending random nonsensical messages in <#194627177013182465>,2021-08-26,
Galaxy Note 8,638211124696973323,,Shitposts outside of trashcan,2021-08-28,
arosisgod365,282897923002335242,,Arguing with moderators over a rule.,2021-08-28,
arosisgod365,282897923002335242,,Arguing with moderators over a rule.,2021-08-28,
arosisgod365,282897923002335242,,Shitposting in <#120330239996854274> ,2021-08-28,
DestinyDIO,853346497717338114,,Unknowingly used transphobic slur,2021-08-29,
ᴳᵒᵈ Ｓａｌｌｙ ʕ=3=ʔ,742839415797186693,,Changing their name to untypeable characters repeatedly.,2021-09-02,
stormi,413004147705511937,,everyone ping attemp,2021-09-03,
nut,680725243408547870,,transphobic joke,2021-09-04,
LemonLymy,545684972665569349,,Slurs and porn bait.,2021-09-04,
Pussy gobbler,698016780643205262,,holocaust joke,2021-09-05,
Gaius,766460916623343626,,Racist comment,2021-09-06,
john117,844741528580390943,,"Was told to stop discussing porn, talked back when told to do so",2021-09-07,
-=-BUTTER-=-,871106257988251698,,threatening to pirate Deltarune when it comes out,2021-09-07,
Distortional,281945847892279296,,micspam,2021-09-07,
pls dont pls dont AAAAAAAA,886586190109769788,,Emote spam,2021-09-13,
Skeleton,803654391970136114,,everyone ping atempt,2021-09-14,
PikaBoltGAMING,886965179152216146,,everyone ping attempt,2021-09-15,
Cartoony,786066811741274112,,Spam.,2021-09-16,
TheNameOnMain,852599017385099295,,Derailing.,2021-09-16,
Thereonx,757243103181537350,,Repeated derailings.,2021-09-16,
That1Francis,852596364382044190,,"Repeated sexual commentary, towards both real people and in-game children.",2021-09-17,
Huggr 2,887738065995587587,,inappropriate meme,2021-09-17,
mojo,747535289815138394,,Spam.,2021-09-17,
mojo,747535289815138394,,spam,2021-09-17,
Vision,693356309973827584,,spam,2021-09-17,
LΞMON DΞMON,460098219251073024,,spam,2021-09-17,
Flow,202475835209285648,,memes outside trashcan,2021-09-17,
vxrcus,340237275738800128,,spam,2021-09-17,
Slappy,296036182926819328,,memes outside of the memes channels,2021-09-17,
vxrcus,340237275738800128,,spam,2021-09-17,
! Yaseen,396090767095103491,,Spam,2021-09-18,
[paused] Pain,698907168417775676,,"Custom client, Willful obtuseness while muted.",2021-09-18,
[paused] Pain,698907168417775676,,Attempting to mislead staff while rolebanned.,2021-09-18,
General Dex,413236188032401408,,unbanned,2021-09-18,pernament
goldy-chan,875509114279714867,,Abuse of staff pings.,2021-09-19,
Papi ♡,290590679233593345,,Continually insisting somebody is a pedophile.,2021-09-20,
ELMO,839446119616217128,,Repeated memes in <#120330239996854274>.,2021-09-20,
I Am Discord,871988242298306572,,encouraging piracy after being told to stop,2021-09-21,
Mothy Foxy,540025200633184296,,continuing to react with random emotes after told to stop,2021-09-21,
NotEthan,882574998672375838,,copypasta spam,2021-09-21,
Vempity,888372790028296192,,N word joke. Repeat offense.,2021-09-22,
ChiefDaveInSnitchilius,749828054272180388,,spam,2021-09-22,
Benry,715541373909991474,,Continually posting memes in <#120330239996854274>.,2021-09-22,
helpmii,846239753485025280,,constant misgendering,2021-09-23,
Drako the Temmie,717660258784247880,,continuing to roleplay,2021-09-23,
oofy,683537164256280613,,"Causing drama by misgendering Kris, then causing drama by bringing it up after they got out of muted, then causing drama by bringing it up again after they got out of muted for the second time.",2021-09-25,
Rumpiel,207521159384793088,,Repeatedly misgendering Kris.,2021-09-25,
Fillemixen,724178846529880064,,inappropriate meme in art-share,2021-09-27,
really hot Nubert,859516211678937149,,Constantly asking if I draw Among us porn and really not getting the message that it's wrong to ask that,2021-09-27,
"MK, casual.",656063992766398465,,Deliberating Kris’s gender literally right after I told another guy not to do that.,2021-09-29,
mert başcan,885549506303762472,,Something vaguely suggestive in <#887891202517635102>,2021-09-30,
Egg,648254022049988609,,Nazi meme in <#324642291044057099>.,2021-09-30,
We Are The Army Of The People,890773782413864970,,jokes about killing furries,2021-09-30,
joe22,891601177777676338,,Being a creep. Kept going after being told to stop by staff.,2021-10-02,
joe22,891601177777676338,,Vapidposting in literally every channel,2021-10-02,
TransVader,506923543737401345,,spam,2021-10-04,
Aerith Null,400685953418526720,,spam,2021-10-05,
sans gaming,789355754259742721,,frans joke,2021-10-07,
Tasque Manager,877668224068616202,,Stated that a fictional character should kill themselves,2021-10-07,
יAAAAAAי𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫,249494803811663873,,decided to translate messages in musicbox of all places,2021-10-07,
Imajn,547667018015440906,,Defending sexism.,2021-10-07,
Lukas(Real),335851065696321536,,Memes in newhome even after being told to stop.,2021-10-08,
SkillLackey,892407300311093259,,Deliberate bot abuse,2021-10-08,
SkillLackey,892407300311093259,,Did it again.,2021-10-08,
King.,883460285820698726,,"consistently misgendering kris, even after being told not to",2021-10-08,
Doom,835522355290832936,,Deliberate trolling.,2021-10-08,
SpookyKaiden,883891845619388437,,continued shitposting outside trashcan,2021-10-09,
AriamGoico,729066034333614150,,Teasing an attempted ping everyone.,2021-10-09,
Jazzy,651825718921265169,,kept re-posting a meme with the N word after getting told not to and getting it deleted twice,2021-10-10,
Sans,818876947848757269,,spam,2021-10-11,
Grayce,710015767525195837,,adding shit reaction emojis to random people’s art,2021-10-11,
Mad Dummy!!!!!! 👻,893067911055409172,,"acting out when told to stop lyric posting, continuing in muted",2021-10-12,
MR darkness,868911010684215297,,“spam”,2021-10-12,
Mr. Blue,210434805664317440,,https://www.youtube.com/watch?v=68ugkg9RePc,2021-10-15,
Mr. Blue,210434805664317440,,https://www.youtube.com/watch?v=wuJIqmha2Hk,2021-10-15,
The Poopshitter,781824304170008626,,"Made suicide jokes, was told off, then continued.",2021-10-15,
afkPmp,690331239567458365,,racist meme,2021-10-15,
Sinboi77,896599737900355584,,Told someone to commit suicide (guessing not as a toxic thing but yeeeeah),2021-10-16,
Corey,756986401358217312,,Purposeful regex match after being told it would.,2021-10-17,
SparrowIZ,674755181514063872,,“spam”,2021-10-18,
SparrowIZ,674755181514063872,,Continued spam and derailing.,2021-10-18,
voidcarrier,218333527417159681,,Harassed a user for calling staff.,2021-10-18,
mono_nightmares,894048630464462898,,Advertising in our server,2021-10-20,
Fududu,671027983947005952,,server invite spam,2021-10-20,
villain of this story,755162500584177664,,being a dick in <#887891202517635102> convo,2021-10-20,
Spamton G. Spamton,795373069232504855,,"nsfw meme, arguing to staff that it isn't nsfw",2021-10-21,
Miss Edurad,192046004541980672,,yankee hotel foxtrot,2021-10-21,Expired
MR darkness,868911010684215297,,Screaming all furries should go to hell.,2021-10-21,
villain of this story,755162500584177664,,"Made sexist joke, responded to someone asking them to delete it with a copypasta about how she ''ruined comedy,'' then dragged out giving an apology in roleban.",2021-10-22,
daniman,900089003141894154,,continued posting shitposts in newhome after being told not to,2021-10-22,
Knudelo,851464656824565761,,continued posting memes in <#506854523818475531> after being told not to,2021-10-23,
Kill_Ko_Kill,900515477602848799,,Trolling in the art channels,2021-10-24,
penguin,817792744557903893,,Discussion of harmful ships to rile others up,2021-10-24,
chris mclean from tota drama,627993360661217318,,screen cap spam in <#324642291044057099>,2021-10-24,
chris mclean from tota drama,627993360661217318,,More posting the same thing over and over in trashcan,2021-10-24,
NotAlastor,759151473229168650,,suicide jokes and general discomfort around users in VC,2021-10-24,
RyuuCommunist,870200722933817364,,frans joke,2021-10-25,
Kill_Ko_Kill,900515477602848799,,told somebody to kill themselves (probably as a joke),2021-10-25,
Neko <3,897894226665287771,,Telling others to kill themselves,2021-10-25,
Zente4,778991134307385345,,posting images of problematic ships for shock value,2021-10-25,
CedDrawsNear,716610488716361778,,Posting the same jokingly homophobic video after being told not to.,2021-10-26,
kristiko,316538256345006081,,Meme telling people to kill themselves,2021-10-26,
what? -^_^-,841022140756787241,,"NSFW comments, spam",2021-10-26,
moosa,752997317463769192,,Spam pinging other users.,2021-10-26,
Hard_tohack,877964321739636747,,"Purposefully posting memes in newhome after being told not to, also numerous dead chat mentions",2021-10-26,
hecker0000000O1,902744740401922108,,spam,2021-10-27,
ImFanUndertale,896683974217306112,,encouraging piracy,2021-10-27,
☝✌💧❄☜☼,807106754860679219,,continued derailing,2021-10-27,
Kira Yoshikage,852897308781051915,,posted the whole spongebob movie / piracy,2021-10-27,
ChaseBro,487353859824680972,,Ableist meme in <#324642291044057099>,2021-10-27,
Awesome,697500749633945702,,continued assholery in <#507736422556631040>,2021-10-27,
Integrity,898067782489481216,,Continuing to roleplay in <#616700765054042112> after getting in trouble for roleplaying.,2021-10-28,
bigman25,901192448213123123,,Posting random emojis,2021-10-29,
Susie,836765754086129714,,continued abusing quickdelete,2021-10-29,
darkshadowpenguin11,902999680600928296,,Insisting on ghost pinging people.,2021-10-29,
Spamton G spamton,819991751141621810,,server invites in DMs,2021-10-30,
Frisk,894899644922998784,,Asking people if they wanted the full image of cropped porn they posted.,2021-10-30,
ManyoSalami,903837177077710908,,Persistant derails,2021-10-30,
Vingel,888372790028296192,,harassment,2021-10-31,
Kill_Ko_Kill,900515477602848799,,Suicide mention immediately after getting told off for a suicide mention,2021-10-31,
Queen Prototype,315033827925819392,,deliberately misgendered Chara as a joke,2021-10-31,
nevqr,554964031090327553,,pitching a fit over having to use Chara's proper pronouns,2021-10-31,
dormy (le kujoe),648254176442449921,,Repeatedly derailling Newhome,2021-10-31,
dormy (le kujoe),648254176442449921,,Repeatedly derailling Newhome,2021-10-31,
Sans Gamer,724624427190583319,,"Derailling chat, one word per sentence",2021-10-31,
dormy (le kujoe),648254176442449921,,Repeated derails,2021-10-31,
Wilza,665138161000906752,,Spam in chat because they didn't read flowerbet-rules and additional-info and decided derailling chat with one | word | per | message spam was the right solution.,2021-10-31,
Jonesy.Dalton,635936420770349068,,NSFW thunbnail,2021-11-01,
MC,745792077568409611,,"called Toby a pedophile, school shooting joke",2021-11-01,
memelord,904733337292259389,,"saying ""noob"" over and over",2021-11-01,
tye,378868844728549377,,ableist insult,2021-11-02,
mathmalex bruh,349704335065874433,,Advocation of piracy,2021-11-02,
hyperded,446633822021222402,,Continued posting Tenor gifs,2021-11-02,
slayer,767525271636148235,,Joke about NSFW thumbnails/cropped porn,2021-11-02,
fatto the 8th,822253342922637372,,Disgusting as shit incredibly explicit pedo/incest meme posted in <#324642291044057099>.,2021-11-03,Check mod-logs for reference.
tye,378868844728549377,,NSFW post in <#324642291044057099>,2021-11-04,
Nyancat15cube,898430213694824489,,Made a pedophilic joke about having Frisk body pillows after just being told to not post memes baiting nudes of underage characters (you know the one).,2021-11-05,
MayoMan,532610064863985704,,spam,2021-11-05,
LlamaMC,696622259124699226,,"Memes outside of <#324642291044057099>, repeat offender.",2021-11-05,
PotatoMann,814252516510138448,,Bot spam outside of <#120331959703568386> after a warning.,2021-11-05,
~'G h o s t F a c e'~,521893643305484288,,Thread to bypass lockdown.,2021-11-05,
TeMMiKo,589561892109025320,,Repeatedly posting memes in Newhome and not cooperating with staff,2021-11-06,
Burghley,627993360661217318,,literally bragging about breaking the rules (also apparently this repeat offense for posting nsfw content wasn't logged),2021-11-07,
Maokami,703268547337388153,,"Refusing to respect they/them gender pronouns, trolling.",2021-11-07,
Maokami,703268547337388153,,Rules lawyering staff in Muted.,2021-11-07,
~'G h o s t F a c e'~,521893643305484288,,said that nikocado avocado deserved to be dying,2021-11-08,
muraldragon,772588472439275521,,"Aggressive behavior, throwing insults at others",2021-11-09,
Epic Tem,887895758345470014,,"Aggressive behavior towards other users, jumped on the other user's ass",2021-11-09,
Temmai,905470843533013042,,"Repeatedly remarking on tosses, toxic behavior, was part of the kerfuffle of the last two warnings in the spreadsheet)",2021-11-09,
beforeshok 34,808330460433481799,,Trying to ping everyone just to get YBF's attention.,2021-11-09,
░▒▓█ Spamton G. Spamton █▓▒░,288465809917870081,,"Was muted for roleplaying, kept trying to intentionally push buttons when chastised in <#616700765054042112>.",2021-11-09,
alexwantsfwiends103,806900042005741588,,The usual extremely warped concept of what furries are ('furries bad') followed by commentary on how the people correcting them are 'easily offended.',2021-11-11,
not chara <3,883137247396913152,,slurs,2021-11-11,
GT asriel,676910636378226694,,please stop derailing.,2021-11-12,
daniDC1803,882619301629149267,,continued bot spam in newhome,2021-11-14,
~'G h o s t F a c e'~,521893643305484288,,"Transphobic joke, kept defending it",2021-11-17,
F21037,710598617685164063,,"Derails, didn't read topic.",2021-11-18,
I maine broly,820410361843941418,,Repeated vapid derails in Newhome.,2021-11-18,
I maine broly,820410361843941418,,Trolling in roleban.,2021-11-18,
Spamton,841788600185257994,,Suicide joke,2021-11-19,
GT asriel,676910636378226694,,Ableist joke.,2021-11-19,
x gaster,833241616344416282,,shitposting in newhome,2021-11-20,
GT asriel,676910636378226694,,Derailing after being told to stop.,2021-11-22,
x gaster,833241616344416282,,Constant derailing after warnings.,2021-11-22,
fridge,559077900473598004,,Straight homophobia.,2021-11-22,
fridge,559077900473598004,,And sexism on the same day!,2021-11-22,
Ralsei,687855838198497333,,harassment,2021-11-22,
penguin,817792744557903893,,discussion of children's genitals,2021-11-23,
Redwasntsus,796902471075102782,,Spam (posting the same images over and over in <#324642291044057099>),2021-11-24,
x gaster,833241616344416282,,constant derailing,2021-11-24,
fab sama,840359336970289152,,Racist meme.,2021-11-25,
Biza,363783582289887235,,Off topic posts in <#120330239996854274>,2021-11-26,
Toe sucker,691783579600158830,,"NSFW content, posted shitposts outside of trashcan even when told not to",2021-11-27,
Sex,814252516510138448,,Extreme venting in trashcan,2021-11-28,
Phil Board,351464846308540418,,continued shitposting,2021-11-28,
Ghooooostly,819383160034689044,,called a mod racist after being tossed for shitposting outside of trashcan,2021-11-28,
toasty,878458644079976549,,Everyone ping in <#150690836349321217>.,2021-11-28,
Grayson,894034732793360405,,add here ping,2021-11-28,
Адмирал Станислав Грижнов,890773782413864970,,Xenophobic epithets,2021-11-29,
DR. W.D GASTER,832525079220453406,,trying to bypass automod via a text file when told wingdings was considered spam,2021-11-30,
Rayquaza(Christmas special),691841742512717855,,Posted a bait video with a thumbnail that resembled gruesome censored gore.,2021-11-30,
Christer Boi,770043022363852800,,posting a video with a slur,2021-12-01,
ImWoozie,686583338450157612,,Continuing a topic even after being told to drop it then arguing really annoyingly in roleban about it.,2021-12-02,
st3р_m0mmy,783702052362649660,,random emojis,2021-12-02,
imposter,804008332926255104,,NSFW meme in trashcan,2021-12-05,
𝘐𝘥𝘤𝘈𝘣𝘰𝘶𝘵𝘠𝘰𝘶,867514132567162910,,N-word joke,2021-12-05,
Spyro ッ,780815550720507944,,When repeatedly asked whether or not they were gonna break rules they kept messing around and intentionally avoiding answering.,2021-12-06,
Cuphead,866535491411247114,,spamming one image tons of times,2021-12-06,
bapr,614973409398489240,,"Shitposts outside of trashcan, spammed emotes when told off",2021-12-07,
Derrek the viet whopper,899849211091230810,,NSFW content,2021-12-08,
Derrek the viet whopper,899849211091230810,,joke about killing furry user,2021-12-08,
ae,857652429222445131,,"Disruptive behaviour around 'gasterspeak', did not follow staff instructions to stop.",2021-12-09,
KCT1207,838010478444806144,,Continued support for pedophilic ships.,2021-12-09,
KCT1207,838010478444806144,,Purposefully abusing quick delete.,2021-12-09,
Dream),765623693485146192,,Brigading,2021-12-10,
Seeker Josh,917451601017442364,,Distribution of copyrighted material,2021-12-10,
Адмирал Станислав Грижнов,890773782413864970,,DM harassment,2021-12-11,
beanos_jr,826976833060732938,,everyone ping,2021-12-11,
Doctor Slone,743826444026904606,,snarky comment after being told not to argue,2021-12-12,
last breath phase infinity,857652429222445131,,everyone ping attempt,2021-12-12,
Papyrus,917236772797313064,,Constant derailing.,2021-12-13,
Sans Granie,786521312121978912,,Insulting another user's neopronouns,2021-12-13,
yummy~!,504334562353086465,,George Floyd memes,2021-12-13,
Toxis,854452076138070066,,very insensitive meme,2021-12-13,
TheBeeBoi,843405796745936907,,encouraging raids (transferred from old account),2021-12-15,
Temmie126422,920686452470341692,,server shilling,2021-12-15,
Toxis,854452076138070066,,general assholery towards artists,2021-12-15,
laughter,882850663992786955,,Quickdelete abuse,2021-12-16,
idcLol,914793716726767626,,Quickdelete abuse,2021-12-16,
yummy~!,504334562353086465,,general annoyance towards user,2021-12-18,
thisu,912849778302394379,,Shared copyrighted content (piracy),2021-12-19,
thisu,912849778302394379,,posting a meme again after being told to stop posting the same meme over and over,2021-12-19,
typical~king but snowie,823942176391430144,,spam,2021-12-19,
fridge,920327987084263424,,Harassing rule-breaking users,2021-12-20,
Ink_Sans,919184008678612992,,"Posting illegal/harmful ship material in <#120330239996854274>, trying to fight with other users",2021-12-20,
Oliv,518034559540133909,,continued channel advertising,2021-12-20,
R3V3RS4L,531378216007499776,,"Posted a child abuse meme, got warned for it, then did it again.",2021-12-22,
Crackerss_,776959718710706228,,Self promoting in other channels.,2021-12-22,
Cyberblunt,840615761974263808,,Vapidposting in <#120330239996854274>.,2021-12-22,
shinyhunterdice,908882546148925471,,Reposting videos as a joke after being told earlier to not repost videos.,2021-12-22,
Soapy47,820366304766722048,,reposting the same video,2021-12-24,
mysteryman,525739544054857729,,spam.,2021-12-24,
IForgor,616515933086810113,,Not following staff instructions.,2021-12-28,
powa 3.0,920080822780977172,,"Defending Hitler, literally saying politicians should be raped to death.",2021-12-29,Perma ∞
CSharp,767452198036439071,,quickdelete spam,2021-12-30,
Navach,869879920304738344,,telling someone to kill themselves,2021-12-31,
kristiko,316538256345006081,,Incest NSFW content,2021-12-31,
azula,833147159732813887,,Transgender slur,2022-01-01,
CaptGate,715276407953162301,,saying nothing but nonsensical shit,2022-01-02,
NotCesarFever,656240023825285190,,"Links to pirated movies, kept flaunting how good piracy was",2022-01-02,
יAAAAAAי𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫,249494803811663873,,"Extended, very detailed death threats against the dictator of China",2022-01-03,
step~bro%fatal,821612157908156439,,Repeated derails in Newhome.,2022-01-04,
solar chan,904823535468417064,,Calling someone else a transphobic slur.,2022-01-05,
【Ｆｌ ｏ ｗ ｅ ｙ】,400831708590506007,,NSFW messages at the expense of another user,2022-01-05,
Entity_909YT,811574066825265152,,Memes in newhome immediately after a message from a mod saying not to do that.,2022-01-06,
hello there,910960111084785684,,Repeat offense: posting memes in <#120330239996854274> after warnings.,2022-01-06,
ScratchGamingEDA12,623632964219043851,,random images and Shitposting in <#120330239996854274>,2022-01-06,
Taser Napkin,698016780643205262,,"Joking about wanting to make the number of people who died due to communism rise, immediately gave a sardonic as hell response when told it wasn't in good taste.",2022-01-06,
comrade,910960111084785684,,Video spam,2022-01-06,
LucasTwocas,249591421462511616,,Jokes about child porn,2022-01-06,
adimou,714601918948966440,,posting meme of springtrap making rape comments,2022-01-06,
x-max,698245292578963516,,Posted a sexually suggestive LeBron James toy abuse video,2022-01-09,
IZZF123,649492777226469378,,User was unbanned.,2022-01-11,∞
duk plshi,866535491411247114,,racial epithet,2022-01-11,
woosegoose,736671570356994068,,transphobic joke,2022-01-12,
Blockbuilder50,475567043077472267,,homophobic meme,2022-01-13,
kristiko,316538256345006081,,NSFW in trashcan for a second time (Ahegao),2022-01-14,permenant ∞
random steel,846106472865988608,,Video clip of a crab being killed,2022-01-15,
AspectAtoZ,901231645531701259,,Ignored demands to post things in the proper channels,2022-01-16,
Johnson,592398601586606083,,Random messages in <#120330239996854274>,2022-01-16,
jaxson,699067078879215639,,"Continued use of Wingdings, even when told not to",2022-01-17,
Gregory,803421424626565135,,"Posted a meme that jokes about rape, pedophilia, and discusses fetishes all in one sitting.",2022-01-18,
kristiko,316538256345006081,,Offensive meme in trashcan,2022-01-19,
Ben K,775806254911979530,,"asked to stop translating random messages, kept translating random messages",2022-01-22,
MilkyInky the raccoon lord (🇻🇳),821712603587149845,,"Random shit in <#120330239996854274>, delete police abuse.",2022-01-22,
Ben K,775806254911979530,,Continued using translate feature on Sink after being told to stop.,2022-01-22,
Gregory,803421424626565135,,NSFW meme.,2022-01-23,
Zaptale,934562622605525012,,Everyone ping.,2022-01-23,
Spooxel,734230324904591435,,Talking about a very NSFW subject.,2022-01-24,
SmacherGamer,755444326695305376,,Explicit NSFW meme.,2022-01-24,
Razor,686652723281920100,,Ableist slur,2022-01-24,
Lifeline,525498230495248384,,NSFW emote,2022-01-25,
Νικολας,896405022684893215,,Kept arguing when I told him to stop joking around about the KKK.,2022-01-26,
Razor,686652723281920100,,dickhead,2022-01-26,
dead soul,824748524351914004,,Rule 3 violation,2022-01-29,
new-lehmba,598251542386049025,,Transphobic joke,2022-01-29,
FoxenKumiho,466184461495828490,,Spoiler abuse.,2022-01-31,
𝕿𝖍𝖊𝕾𝖑𝖎𝖒𝖞𝕲𝖆𝖒𝖊𝖗,363070979091464205,,NSFW joke.,2022-02-01,
antagonist,916175009356079115,,"Not turning off reply pings after repeatedly being told to, even in roleban. Rule 3 violation.",2022-02-02,
chara,811744566256074792,,"Shitposts outside of trashcan, backtalked when told off",2022-02-04,
SMG19,919930324232863754,,Spam-pinging another user,2022-02-05,
I make bad puns,724647788901564496,,Instructed another user to spam,2022-02-05,
au_hunter,806183061690515517,,"Pirated copy of Minecraft, threatened to distribute",2022-02-05,
chara,811744566256074792,,continued shitposting in newhome,2022-02-05,
TheMadLad,689610755150184566,,Random shit in <#120330239996854274>,2022-02-06,
𝓣𝓱𝓮𝓒𝓻𝓪𝓫𝓖𝓪𝓶𝓮𝓻,363070979091464205,,Random shit in <#120330239996854274>,2022-02-06,
sheshen,835199644094955611,,Shitposts outside of <#324642291044057099>,2022-02-06,
sheshen,835199644094955611,,More random posts in <#120330239996854274>,2022-02-06,
Penat Buter,931276690628415558,,Posted bait-and-switch video using very sexual/suggestive content of an underage char as the bait.,2022-02-07,
_...lollypop..._,767274086694125588,,Posting random shit in <#120330239996854274> after I got onto someone for posting random shit in <#120330239996854274>,2022-02-07,
Flowey,789217906307104800,,Random posts in <#120330239996854274>.,2022-02-07,
OrbitCatto,897719212850692136,,"Shitposing in <#120330239996854274>, rule 3 violation (being outwardly insulting to other users)",2022-02-07,
Frizzlez243,913454611543752735,,Adding WTF reactions onto messages w/gay content.,2022-02-08,
ThatAutisticTem,940103990098665543,,ableist comments and attitude,2022-02-08,
❄ඞMaxbyඞ❄,677942796828672000,,Joking about nuking Istanbul to solve an overpopulation problem.,2022-02-08,
cozmicsans,923916410361630731,,spam and being uncooperative in muted,2022-02-09,
temy,746698651878948905,,Slurbait,2022-02-09,
temy,746698651878948905,,Brought up harmful ships to piss people off,2022-02-09,
2TH,940511600559919165,,Homophobic remarks,2022-02-09,
unfunny experience,885217455524417587,,spam,2022-02-09,
Lorcout🔵,872993878649753651,,"joking about posting spam (warning migrated from previous account, 319565604216635402)",2022-02-09,
Steve pro el gamer,823917321730654229,,Continued spamming after being told to stop the first time.,2022-02-09,
Steve Among Us,858884844875939860,,Memes outside of <#324642291044057099>,2022-02-09,
Sad Moyai,930207789555523604,,"Constant derailing in <#120330239996854274>, misuse of spoilers tags.",2022-02-10,
The_guy_nobody_likes/Code_giver,904192903788789800,,Everyone ping attempt.,2022-02-10,
Nasir,750225789429088313,,Very NSFW meme.,2022-02-11,
minhdzai1212VN (╯°□°）╯,924578653872980038,,Spam,2022-02-11,
BR | Grondalf™,699866656511361026,,Spam,2022-02-12,
hispanicbanana,441723839928598548,,random image spam,2022-02-13,
smexyfemboy,611563089166598145,,Distribution of pirated games,2022-02-13,
bruj,621146720532693019,,Consistently posted rule-breaking memes,2022-02-13,
KLM,893152477535404072,,Repeatedly pinging even after being told to stop.,2022-02-13,
FnafAddictSince2014,941957230008336384,,Giving this guy a warning because mods have deleted their posts in <#324642291044057099> like 3 times by now,2022-02-13,
DioBrandohahaha,942092448237228062,,Discussing NSFW subjects in <#120330239996854274>.,2022-02-13,
god himself,935632940874997871,,Continued NSFW comments/emote spam after being told to stop,2022-02-14,
Sophie,885614547157782578,,multiple instances of smaller rule breaks,2022-02-14,
احــْــــمــديـــم🇨🇴🇦🇫,936660802843344906,,Suggestive posts.,2022-02-14,
tuesday,928393448262885476,,Continued hostility after being told by staff to drop it.,2022-02-14,
god himself,935632940874997871,,Even more spam in <#120330239996854274>.,2022-02-15,
